Name;Size;Type;Alignment;CR;XP;Arctic;Coastal;Desert;Forest;Grassland;Hill;Mountain;Swamp;Underdark;Underwater;Urban;Other Plane;source;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Herald of Blood;Huge;Fiend;Neutral Evil;4    ;1100    ;;;;;;;;;;;;x;Tome of Beasts 248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Herald of Darkness;Large;Fiend;Neutral Evil;4    ;1100    ;;;;;;;;;;;;x;Tome of Beasts 249;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Herald of Fire;Large;Dragon;Lawful Evil;4    ;1100    ;x;x;x;x;x;x;x;x;x;x;x;x;Creature Codex 215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Herald of Rot;Large;Fiend;Chaotic Evil;4    ;1100    ;;;;;;;;;;;;x;Monster a Day Compendium 2.0 76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Herald of Slaughter;Large;Fiend;Chaotic Evil;4    ;1100    ;;;;;;;;;;;x;;Tome of Beasts 2 198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Herald of the Great Wyrm;Large;Dragon;Lawful Neutral;4    ;1100    ;x;x;x;x;x;x;x;x;x;x;x;x;Creature Codex 217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Herald of the Void;Large;Fiend;Chaotic Evil;4    ;1100    ;;;;;;;;;;;;x;Tome of Beasts 2 199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Herald of Undeath;Large;Undead;Lawful Evil;4    ;1100    ;;;;;;;;;;;x;;Creature Codex 219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hezrou;Large;Fiend;Chaotic Evil;4    ;1100    ;;;;;;;;;;;;x;Monster Manual 60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hieroglyphicroc;Large;Undead;Lawful Neutral;4    ;1100    ;;;x;x;x;x;x;x;x;x;;x;Fifth Edition Foes 143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hierophant Lich;Medium;Undead;Any Evil;4    ;1100    ;x;x;x;x;x;x;x;x;x;x;x;x;Creature Codex 252;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
High Cimota;Medium;Undead;Lawful Neutral;4    ;1100    ;x;x;x;x;x;x;x;x;x;x;x;;Fifth Edition Foes 60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
High Priest of Shub-Niggurath;Medium;Aberration;Chaotic Evil;4    ;1100    ;;;;;;;;;;;;;Sandy Petersen's Cthulhu Mythos 362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hill Giant;Huge;Giant;Chaotic Evil;4    ;1100    ;;;;;;;;;;;;;Monster Manual 155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hippocamp;Large;Monstrosity;Chaotic Good;4    ;1100    ;;;;;;;;;;;;;Mythic Odysseys of Theros 227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hippocampus;Large;Monstrosity;Chaotic Good;4    ;1100    ;;x;;;;;;;;;;;Fifth Edition Foes 144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hippogriff;Large;Monstrosity;Unaligned;4    ;1100    ;;;;;;;;;;;;;Monster Manual 184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hlam;Medium;Humanoid;Lawful Good;4    ;1100    ;;;;;;;;;;;x;;Waterdeep: Dragon Heist 204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hoar Fox;Small;Monstrosity;Unaligned;4    ;1100    ;x;;;;;;;;;;;;Fifth Edition Foes 145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hoard Drake;Large;Dragon;Neutral Evil;4    ;1100    ;;;;;;;;;;;;;Tome of Beasts 2 122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hoard Golem;Huge;Construct;Unaligned;4    ;1100    ;;;;;;;;;;;x;;Tome of Beasts 234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hoard Mimic;Huge;Monstrosity;Neutral;4    ;1100    ;;;;;;;;;;;;;Fizban's Treasury of Dragons 204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hoard Scarab;Tiny;Monstrosity;Unaligned;4    ;1100    ;;;;;;;;;;;;;Fizban's Treasury of Dragons 205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hoarfrost Drake;Medium;Dragon;Chaotic Evil;4    ;1100    ;x;;;;;;;;;;;;Tome of Beasts 2 123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hobgoblin;Medium;Humanoid;Lawful Neutral;4    ;1100    ;;;x;x;x;x;x;x;x;x;;;Monster Manual 186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hobgoblin Captain;Medium;Humanoid;Lawful Neutral;4    ;1100    ;;;x;x;x;x;x;x;x;x;;;Monster Manual 186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hobgoblin Devastator;Medium;Fey;Lawful Neutral;4    ;1100    ;;;;;;;;;;;;;Mordenkainen Presents: Monsters of the Multiverse 153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hobgoblin Devastator;Medium;Humanoid;Lawful Neutral;4    ;1100    ;;;;;;;;;;;;;Volo's Guide to Monsters 161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hobgoblin Iron Shadow;Medium;Fey;Lawful Neutral;4    ;1100    ;;;;;;;;;;;;;Mordenkainen Presents: Monsters of the Multiverse 154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hobgoblin Iron Shadow;Medium;Humanoid;Lawful Neutral;4    ;1100    ;;;;;;;;;;;;;Volo's Guide to Monsters 162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hobgoblin Warlord;Medium;Humanoid;Lawful Neutral;4    ;1100    ;;;x;x;x;x;x;x;x;x;;;Monster Manual 187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hodag;Large;Beast;Unaligned;4    ;1100    ;;;;;;;;;;;;;Tome of Beasts 2 200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Holler Spider;Tiny;Beast;Chaotic Neutral;4    ;1100    ;;;;;;;;;;;x;;Tome of Beasts 2 395;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hollow Dragon;Huge;Undead;Any;4    ;1100    ;;;;;;;;;;;;;Fizban's Treasury of Dragons 206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hollyphant;Small;Celestial;Lawful Good;4    ;1100    ;;;;;;;;;;;;x;Baldur's Gate: Descent into Avernus 237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Homarid;Medium;Monstrosity;Chaotic Evil;4    ;1100    ;;x;;;;;;;;;;;Planeshift: Dominaria 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Homunculus;Tiny;Construct;Neutral;4    ;1100    ;;;;;;;;;;;x;;Monster Manual 188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hongaek;Large;Elemental;Neutral Evil;4    ;1100    ;;;;;;;;;;;;x;Tome of Beasts 2 201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hooden Horse;Medium;Undead;Lawful Evil;4    ;1100    ;;;;;;;;;;;x;;Tome of Beasts 2 202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hook Horror;Large;Monstrosity;Neutral;4    ;1100    ;;;;;;;;;;;;;Monster Manual 189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hook Horror Spore Servant;Medium;Plant;Unaligned;4    ;1100    ;;;;;;;;;;;;;Out of the Abyss 229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Horakh;Medium;Monstrosity;Neutral;4    ;1100    ;;;;;;;;;;;;;Tome of Beasts 250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Horizonback Tortoise;Gargantuan;Monstrosity;Unaligned;4    ;1100    ;;x;;;;;;;;;;;Explorer's Guide to Wildemount 292;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Horncaller;Medium;Humanoid;Lawful Good;4    ;1100    ;;;;;;;;;;;x;;Guildmaster's Guide to Ravnica 253;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Horned Devil;Large;Fiend;Lawful Neutral;4    ;1100    ;;;;;;;;;;;;x;Monster Manual 74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Horned Serpent;Large;Monstrosity;Unaligned;4    ;1100    ;;;;;;;;;;;;;Creature Codex 220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hound of the Night;Large;Monstrosity;Unaligned;4    ;1100    ;x;;;;;;;;;;;;Tome of Beasts 251;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hound of Tindalos;Medium;Aberration;Neutral Evil;4    ;1100    ;;;;;;;;;;;;x;Creature Codex 221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hound of Tindalos;Large;Fiend;Neutral Evil;4    ;1100    ;;;;;;;;;;;;;Sandy Petersen's Cthulhu Mythos 334;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Howler;Large;Fiend;Chaotic Evil;4    ;1100    ;;;x;x;x;x;x;x;x;x;;;Mordenkainen Presents: Monsters of the Multiverse 155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Howler;Large;Fiend;Chaotic Evil;4    ;1100    ;;;x;x;x;x;x;x;x;x;;;Mordenkainen's Tome of Foes 210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Howler Baboon;Medium;Beast;Unaligned;4    ;1100    ;;;;;;;;;;;;;Tome of Beasts 2 395;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Howling Hatred Initiate;Medium;Humanoid;Neutral Evil;4    ;1100    ;;;;;;;;;;;;;Princes of the Apocalypse 190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Howling Hatred Priest;Medium;Humanoid;Neutral Evil;4    ;1100    ;;;;;;;;;;;;;Princes of the Apocalypse 190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hrabbaz;Medium;Humanoid;Neutral Evil;4    ;1100    ;;;;;;;;;;;x;;Waterdeep: Dragon Heist 205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hraesvelgr the Corpse Swallower;Huge;Giant;Neutral;4    ;1100    ;x;;;;;;;;;;;;Tome of Beasts 224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hriggala, Jaws of the Unsated God;Huge;Fiend;Chaotic Evil;4    ;1100    ;;;;;;;;;;;;x;Tome of Beasts 2 88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Huecambra;Large;Monstrosity;Unaligned;4    ;1100    ;;;;;;;;;;;;;Tome of Beasts 2 203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Huggermugger;Small;Humanoid;Chaotic Evil;4    ;1100    ;;;;;;;;;;;;;Fifth Edition Foes 147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Huli Jing;Medium;Fey;Neutral;4    ;1100    ;;;;;;;;;;;x;;Tome of Beasts 2 204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hulking Crab;Huge;Beast;Unaligned;4    ;1100    ;;x;;;;;;;;;;;Storm King's Thunder 240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hulking Whelp;Small;Fey;Chaotic Neutral;4    ;1100    ;;;;;;;;;;;;;Tome of Beasts 252;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hundred-Handed One;Huge;Giant;Lawful Neutral;4    ;1100    ;;x;;;;;;;;;;;Mythic Odysseys of Theros 225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hundun;Large;Celestial;Chaotic Good;4    ;1100    ;;;;;;;;;;;;x;Tome of Beasts 253;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hungry Sorrowsworn;Medium;Monstrosity;Neutral Evil;4    ;1100    ;;;;;;;;;;;x;;Mordenkainen Presents: Monsters of the Multiverse 223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hunter Shark;Large;Beast;Unaligned;4    ;1100    ;;;;;;;;;;;;;Monster Manual 330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hunting Horror;Large;Aberration;Lawful Neutral;4    ;1100    ;;;;;;;;;;;;x;Monster a Day Compendium 2.0 77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hunting Horror;Huge;Aberration;Chaotic Evil;4    ;1100    ;;;;;;;;;;;;x;Sandy Petersen's Cthulhu Mythos 337;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hurricane;Medium;Humanoid;Lawful Neutral;4    ;1100    ;;;;;;;;;;;;;Princes of the Apocalypse 191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Husk;Medium;Undead;Chaotic Evil;4    ;1100    ;x;x;x;x;x;x;x;x;x;x;x;;Tome of Beasts 2 205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Husk Zombie;Medium;Undead;Neutral Evil;4    ;1100    ;;;;;;;;;;;;;Explorer's Guide to Wildemount 293;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hutijin;Large;Fiend;Lawful Evil;4    ;1100    ;;;;;;;;;;;;x;Mordenkainen Presents: Monsters of the Multiverse 157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hutijin;Large;Fiend;Lawful Neutral;4    ;1100    ;;;;;;;;;;;;x;Mordenkainen's Tome of Foes 175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hverhuldra;Small;Fey;Neutral Good;4    ;1100    ;x;;;;;;;;;;;;Tome of Beasts 2 206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hyaenodon;Large;Beast;Unaligned;4    ;1100    ;;;x;x;x;x;x;x;x;x;;;Fifth Edition Foes 184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hybrid Brute;Medium;Humanoid;Neutral Good;4    ;1100    ;;x;;;;;;;;;x;;Guildmaster's Guide to Ravnica 217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hybrid Flier;Medium;Humanoid;Neutral Good;4    ;1100    ;;x;;;;;;;;;x;;Guildmaster's Guide to Ravnica 217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hybrid Poisoner;Medium;Humanoid;Neutral Good;4    ;1100    ;;x;;;;;;;;;x;;Guildmaster's Guide to Ravnica 217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hybrid Shocker;Medium;Humanoid;Neutral Good;4    ;1100    ;;x;;;;;;;;;x;;Guildmaster's Guide to Ravnica 218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hybrid Spy;Medium;Humanoid;Neutral Good;4    ;1100    ;;x;;;;;;;;;x;;Guildmaster's Guide to Ravnica 218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hydra;Huge;Monstrosity;Unaligned;4    ;1100    ;;;;;;;;;;;;;Monster Manual 190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hydralisk;Medium;Monstrosity;Unaligned;4    ;1100    ;;;;;;;;;;;;;Monster a Day Compendium 2.0 78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hydroloth;Medium;Fiend;Neutral Evil;4    ;1100    ;;;;;;;;;;;;;Mordenkainen Presents: Monsters of the Multiverse 158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hydroloth;Medium;Fiend;Neutral Evil;4    ;1100    ;;;;;;;;;;;;x;Mordenkainen's Tome of Foes 249;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hyena;Medium;Beast;Unaligned;4    ;1100    ;;;;;;;;;;;;;Monster Manual 331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hypnos Magen;Medium;Construct;Unaligned;4    ;1100    ;;;;;;;;;;;;;Icewind Dale: Rime of the Frostmaiden 301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hythonia;Large;Monstrosity;Lawful Evil;4    ;1100    ;;;;;;;;;;;;;Mythic Odysseys of Theros 252;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ia?Affrat;Large;Fiend;Lawful Neutral;4    ;1100    ;;;;;;;;;;;;x;Tome of Beasts 98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ice Bogie;Small;Fey;Chaotic Neutral;4    ;1100    ;x;;;;;;;;;;x;;Tome of Beasts 2 209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ice Devil;Large;Fiend;Lawful Neutral;4    ;1100    ;;;;;;;;;;;;x;Monster Manual 75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ice Drake;Small;Dragon;Chaotic Evil;4    ;1100    ;x;;;;;;;;;;;;Fifth Edition Foes 87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ice Elemental;Large;Elemental;Neutral;4    ;1100    ;x;;;;;;;;;;;x;Tome of Beasts 2 133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ice Golem;Large;Construct;Unaligned;4    ;1100    ;x;;;;;;;;;;;;Monster a Day Compendium 2.0 79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ice Maiden;Medium;Fey;Lawful Neutral;4    ;1100    ;x;;;;;;;;;;;;Tome of Beasts 254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ice Mephit;Small;Elemental;Neutral Evil;4    ;1100    ;x;;;;;;;;;;;;Monster Manual 215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ice Toad;Medium;Monstrosity;Neutral;4    ;1100    ;x;;;;;;;;;;;;Rise of Tiamat 90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ice Troll;Large;Giant;Chaotic Evil;4    ;1100    ;x;;;;;;;;;;;;Icewind Dale: Rime of the Frostmaiden 295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ice Troll;Large;Giant;Chaotic Evil;4    ;1100    ;x;;;;;;;;;;;;Monster a Day Compendium 2.0 206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Icewind Kobold;Small;Humanoid;Any;4    ;1100    ;x;;;;;;;;;;;;Icewind Dale: Rime of the Frostmaiden 296;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Icewind Kobold Zombie;Small;Undead;Neutral Evil;4    ;1100    ;x;;;;;;;;;;;;Icewind Dale: Rime of the Frostmaiden 297;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ichneumon;Large;Monstrosity;Unaligned;4    ;1100    ;;;;;;;;;;;;;Creature Codex 224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ichor Ooze;Medium;Ooze;Neutral Evil;4    ;1100    ;;;;;;;;;;;;x;Tome of Beasts 2 279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Idolic Deity;Small;Construct;Neutral Evil;4    ;1100    ;;;x;x;x;x;x;x;x;x;;;Tome of Beasts 255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Iggwilv the Witch Queen;Medium;Fey;Chaotic Neutral;4    ;1100    ;;;;;;;;;;;;;The Wild Beyond The Witchlight 205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Igniguana;Medium;Elemental;Unaligned;4    ;1100    ;;;x;x;x;x;x;x;x;x;;x;Fifth Edition Foes 148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ijiraq;Medium;Fey;Chaotic Neutral;4    ;1100    ;;;;;;;;;;;;;Creature Codex 225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ikuchi;Gargantuan;Elemental;Chaotic Neutral;4    ;1100    ;;x;;;;;;;;;;x;Tome of Beasts 2 210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Illhveli, Kembingur;Gargantuan;Monstrosity;Chaotic Evil;4    ;1100    ;;;;;;;;;;;;;Tome of Beasts 2 211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Illhveli, Nauthveli;Gargantuan;Monstrosity;Chaotic Evil;4    ;1100    ;;;;;;;;;;;;;Tome of Beasts 2 212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Illthid Claw;Tiny;Undead;Lawful Neutral;4    ;1100    ;;;;;;;;;;;x;;Monster a Day Compendium 2.0 80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Illusionist;Medium;Humanoid;Any;4    ;1100    ;;;;;;;;;;;x;;Volo's Guide to Monsters 214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Illusionist Wizard;Medium;Humanoid;Any;4    ;1100    ;;;;;;;;;;;x;;Mordenkainen Presents: Monsters of the Multiverse 263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Imix;Huge;Elemental;Neutral Evil;4    ;1100    ;;;;;;;;;;;;;Princes of the Apocalypse 214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Immature Slime Mold;Small;Ooze;Unaligned;4    ;1100    ;;;;;;;;;;;;x;Sandy Petersen's Cthulhu Mythos 378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Immortal Lotus Monk;Medium;Humanoid;Not Provided;4    ;1100    ;;;;;;;;;;;x;;Candlekeep Mysteries 165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Imoen;Medium;Humanoid;Neutral Good;4    ;1100    ;;;;;;;;;;;x;;Minsc and Boo's Journal of Villainy 88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Imp;Tiny;Fiend;Lawful Neutral;4    ;1100    ;;;;;;;;;;;;x;Monster Manual 76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Imp Dragon;Tiny;Dragon;Lawful Neutral;4    ;1100    ;;;;;;;;;;;;x;Monster a Day Compendium 2.0 81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Imperial Dragon Wyrmling;Medium;Dragon;Neutral;4    ;1100    ;;x;;;;;;;;;;;Tome of Beasts 2 117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Imperial Ghoul;Medium;Undead;Lawful Neutral;4    ;1100    ;;;;;;;;;;;x;;Tome of Beasts 220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Imy-Ut Ushabti;Medium;Monstrosity;Neutral;4    ;1100    ;;;x;x;x;x;x;x;x;x;;;Tome of Beasts 256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Incarnate Gloom;Gargantuan;Undead;Neutral Evil;4    ;1100    ;x;x;x;x;x;x;x;x;x;x;x;;Tome of Beasts 2 213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Incinis;Large;Elemental;Neutral Evil;4    ;1100    ;;;;;;;;;;;;;Creature Codex 226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Incubus;Medium;Fiend;Neutral Evil;4    ;1100    ;;;;;;;;;;;x;;Monster Manual 285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Indentured Spirit;Medium;Undead;Any;4    ;1100    ;;;;;;;;;;;x;;Guildmaster's Guide to Ravnica 206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Indominus Rex;Huge;Beast;Unaligned;4    ;1100    ;;;;;;;;;;;;;Monster a Day Compendium 2.0 82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Infantryman;Medium;Humanoid;Unaligned;4    ;1100    ;;;;;;;;;;;x;;Monster a Day Compendium 2.0 89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Infernal Centaur;Medium;Fiend;Lawful Evil;4    ;1100    ;;;;;;;;;;;;;Tome of Beasts 2 214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Infernal Knight;Medium;Fiend;Lawful Evil;4    ;1100    ;x;x;x;x;x;x;x;x;x;x;x;x;Creature Codex 104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Infernal Swarm;Huge;Fiend;Lawful Evil;4    ;1100    ;;;;;;;;;;;;x;Tome of Beasts 2 215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Infestation Swarm;Medium;Monstrosity;Unaligned;4    ;1100    ;;;x;x;x;x;x;x;x;x;;;Monster a Day Compendium 2.0 83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Infestor;Large;Monstrosity;Unaligned;4    ;1100    ;;;;;;;;;;;;;Monster a Day Compendium 2.0 84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
